INT	INT	INT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT
81	80	0	18300142	366002	97.5	1.0	18300142	366002	97.5	1.0	45309388	906187	97.5	1.0	4630156	92603	97.5	1.0	6945234	138904	97.5	1.0	15673590	313471	97.5	1.0	15673590	313471	97.5	1.0	17746116	354922	97.5	1.0	7292918	145858	97.5	1.0	7681938	153638	97.5	1.0	6074510	121490	97.5	1.0
82	81	0	18654338	373086	99.0	1.0	18654338	373086	99.0	1.0	46186344	923726	99.0	1.0	4719772	94395	99.0	1.0	7079658	141593	99.0	1.0	15976950	319539	99.0	1.0	15976950	319539	99.0	1.0	18089589	361791	99.0	1.0	7434072	148681	99.0	1.0	7830621	156612	99.0	1.0	6192081	123841	99.0	1.0
83	82	0	19008534	380170	100.5	1.0	19008534	380170	100.5	1.0	47063300	941266	100.5	1.0	4809388	96187	100.5	1.0	7214082	144281	100.5	1.0	16280310	325606	100.5	1.0	16280310	325606	100.5	1.0	18433062	368661	100.5	1.0	7575225	151504	100.5	1.0	7979303	159586	100.5	1.0	6309652	126193	100.5	1.0
84	83	0	19362731	387254	102.0	1.0	19362731	387254	102.0	1.0	47940256	958805	102.0	1.0	4899004	97980	102.0	1.0	7348506	146970	102.0	1.0	16583670	331673	102.0	1.0	16583670	331673	102.0	1.0	18776536	375530	102.0	1.0	7716378	154327	102.0	1.0	8127986	162559	102.0	1.0	6427224	128544	102.0	1.0
85	84	0	19716927	394338	103.5	1.0	19716927	394338	103.5	1.0	48817211	976344	103.5	1.0	4988620	99772	103.5	1.0	7482930	149658	103.5	1.0	16887029	337740	103.5	1.0	16887029	337740	103.5	1.0	19120009	382400	103.5	1.0	7857531	157150	103.5	1.0	8276669	165533	103.5	1.0	6544795	130895	103.5	1.0
86	85	0	20071123	401422	105.0	1.0	20071123	401422	105.0	1.0	49694167	993883	105.0	1.0	5078236	101564	105.0	1.0	7617354	152347	105.0	1.0	17190389	343807	105.0	1.0	17190389	343807	105.0	1.0	19463482	389269	105.0	1.0	7998685	159973	105.0	1.0	8425351	168507	105.0	1.0	6662366	133247	105.0	1.0
87	86	0	20425320	408506	106.5	1.0	20425320	408506	106.5	1.0	50571123	1011422	106.5	1.0	5167852	103357	106.5	1.0	7751778	155035	106.5	1.0	17493749	349874	106.5	1.0	17493749	349874	106.5	1.0	19806955	396139	106.5	1.0	8139838	162796	106.5	1.0	8574034	171480	106.5	1.0	6779937	135598	106.5	1.0
88	87	0	20779516	415590	108.0	1.0	20779516	415590	108.0	1.0	51448079	1028961	108.0	1.0	5257467	105149	108.0	1.0	7886201	157724	108.0	1.0	17797109	355942	108.0	1.0	17797109	355942	108.0	1.0	20150428	403008	108.0	1.0	8280991	165619	108.0	1.0	8722717	174454	108.0	1.0	6897508	137950	108.0	1.0
89	88	0	21133712	422674	109.5	1.0	21133712	422674	109.5	1.0	52325035	1046500	109.5	1.0	5347083	106941	109.5	1.0	8020625	160412	109.5	1.0	18100469	362009	109.5	1.0	18100469	362009	109.5	1.0	20493902	409878	109.5	1.0	8422144	168442	109.5	1.0	8871399	177427	109.5	1.0	7015079	140301	109.5	1.0
90	89	0	21487908	429758	111.0	1.0	21487908	429758	111.0	1.0	53201991	1064039	111.0	1.0	5436699	108733	111.0	1.0	8155049	163100	111.0	1.0	18403828	368076	111.0	1.0	18403828	368076	111.0	1.0	20837375	416747	111.0	1.0	8563298	171265	111.0	1.0	9020082	180401	111.0	1.0	7132651	142653	111.0	1.0
91	90	0	21842105	436842	112.5	1.0	21842105	436842	112.5	1.0	54078947	1081578	112.5	1.0	5526315	110526	112.5	1.0	8289473	165789	112.5	1.0	18707188	374143	112.5	1.0	18707188	374143	112.5	1.0	21180848	423616	112.5	1.0	8704451	174089	112.5	1.0	9168765	183375	112.5	1.0	7250222	145004	112.5	1.0
92	91	0	22196301	443926	114.0	1.0	22196301	443926	114.0	1.0	54955903	1099118	114.0	1.0	5615931	112318	114.0	1.0	8423897	168477	114.0	1.0	19010548	380210	114.0	1.0	19010548	380210	114.0	1.0	21524321	430486	114.0	1.0	8845604	176912	114.0	1.0	9317448	186348	114.0	1.0	7367793	147355	114.0	1.0
93	92	0	22550497	451009	115.5	1.0	22550497	451009	115.5	1.0	55832859	1116657	115.5	1.0	5705547	114110	115.5	1.0	8558321	171166	115.5	1.0	19313908	386278	115.5	1.0	19313908	386278	115.5	1.0	21867795	437355	115.5	1.0	8986757	179735	115.5	1.0	9466130	189322	115.5	1.0	7485364	149707	115.5	1.0
94	93	0	22904694	458093	117.0	1.0	22904694	458093	117.0	1.0	56709815	1134196	117.0	1.0	5795163	115903	117.0	1.0	8692745	173854	117.0	1.0	19617268	392345	117.0	1.0	19617268	392345	117.0	1.0	22211268	444225	117.0	1.0	9127911	182558	117.0	1.0	9614813	192296	117.0	1.0	7602935	152058	117.0	1.0
95	94	0	23258890	465177	118.5	1.0	23258890	465177	118.5	1.0	57586770	1151735	118.5	1.0	5884779	117695	118.5	1.0	8827169	176543	118.5	1.0	19920628	398412	118.5	1.0	19920628	398412	118.5	1.0	22554741	451094	118.5	1.0	9269064	185381	118.5	1.0	9763496	195269	118.5	1.0	7720506	154410	118.5	1.0
96	95	0	23613086	472261	120.0	1.0	23613086	472261	120.0	1.0	58463726	1169274	120.0	1.0	5974395	119487	120.0	1.0	8961593	179231	120.0	1.0	20223987	404479	120.0	1.0	20223987	404479	120.0	1.0	22898214	457964	120.0	1.0	9410217	188204	120.0	1.0	9912178	198243	120.0	1.0	7838078	156761	120.0	1.0
97	96	0	23967283	479345	121.5	1.0	23967283	479345	121.5	1.0	59340682	1186813	121.5	1.0	6064011	121280	121.5	1.0	9096017	181920	121.5	1.0	20527347	410546	121.5	1.0	20527347	410546	121.5	1.0	23241687	464833	121.5	1.0	9551370	191027	121.5	1.0	10060861	201217	121.5	1.0	7955649	159112	121.5	1.0
98	97	0	24321479	486429	123.0	1.0	24321479	486429	123.0	1.0	60217638	1204352	123.0	1.0	6153627	123072	123.0	1.0	9230440	184608	123.0	1.0	20830707	416614	123.0	1.0	20830707	416614	123.0	1.0	23585161	471703	123.0	1.0	9692524	193850	123.0	1.0	10209544	204190	123.0	1.0	8073220	161464	123.0	1.0
99	98	0	24675675	493513	124.5	1.0	24675675	493513	124.5	1.0	61094594	1221891	124.5	1.0	6243243	124864	124.5	1.0	9364864	187297	124.5	1.0	21134067	422681	124.5	1.0	21134067	422681	124.5	1.0	23928634	478572	124.5	1.0	9833677	196673	124.5	1.0	10358226	207164	124.5	1.0	8190791	163815	124.5	1.0
100	99	0	25029871	500597	126.0	1.0	25029871	500597	126.0	1.0	61971550	1239431	126.0	1.0	6332859	126657	126.0	1.0	9499288	189985	126.0	1.0	21437427	428748	126.0	1.0	21437427	428748	126.0	1.0	24272107	485442	126.0	1.0	9974830	199496	126.0	1.0	10506909	210138	126.0	1.0	8308362	166167	126.0	1.0
101	100	0	25384068	507681	127.5	1.0	25384068	507681	127.5	1.0	62848506	1256970	127.5	1.0	6422475	128449	127.5	1.0	9633712	192674	127.5	1.0	21740786	434815	127.5	1.0	21740786	434815	127.5	1.0	24615580	492311	127.5	1.0	10115984	202319	127.5	1.0	10655592	213111	127.5	1.0	8425933	168518	127.5	1.0
102	101	0	25738264	514765	129.0	1.0	25738264	514765	129.0	1.0	63725462	1274509	129.0	1.0	6512091	130241	129.0	1.0	9768136	195362	129.0	1.0	22044146	440882	129.0	1.0	22044146	440882	129.0	1.0	24959054	499181	129.0	1.0	10257137	205142	129.0	1.0	10804274	216085	129.0	1.0	8543505	170870	129.0	1.0
103	102	0	26092460	521849	130.5	1.0	26092460	521849	130.5	1.0	64602418	1292048	130.5	1.0	6601706	132034	130.5	1.0	9902560	198051	130.5	1.0	22347506	446950	130.5	1.0	22347506	446950	130.5	1.0	25302527	506050	130.5	1.0	10398290	207965	130.5	1.0	10952957	219059	130.5	1.0	8661076	173221	130.5	1.0
104	103	0	26446657	528933	132.0	1.0	26446657	528933	132.0	1.0	65479374	1309587	132.0	1.0	6691322	133826	132.0	1.0	10036984	200739	132.0	1.0	22650866	453017	132.0	1.0	22650866	453017	132.0	1.0	25646000	512920	132.0	1.0	10539443	210788	132.0	1.0	11101640	222032	132.0	1.0	8778647	175572	132.0	1.0
105	104	0	26800853	536017	133.5	1.0	26800853	536017	133.5	1.0	66356330	1327126	133.5	1.0	6780938	135618	133.5	1.0	10171408	203428	133.5	1.0	22954226	459084	133.5	1.0	22954226	459084	133.5	1.0	25989473	519789	133.5	1.0	10680597	213611	133.5	1.0	11250322	225006	133.5	1.0	8896218	177924	133.5	1.0
106	105	0	27273115	545462	135.0	1.0	27273115	545462	135.0	1.0	67525604	1350512	135.0	1.0	6900426	138008	135.0	1.0	10350640	207012	135.0	1.0	23358705	467174	135.0	1.0	23358705	467174	135.0	1.0	26447438	528948	135.0	1.0	10868801	217376	135.0	1.0	11448566	228971	135.0	1.0	9052980	181059	135.0	1.0
107	106	0	27745376	554907	136.5	1.0	27745376	554907	136.5	1.0	68694879	1373897	136.5	1.0	7019914	140398	136.5	1.0	10529871	210597	136.5	1.0	23763185	475263	136.5	1.0	23763185	475263	136.5	1.0	26905402	538108	136.5	1.0	11057005	221140	136.5	1.0	11646810	232936	136.5	1.0	9209741	184194	136.5	1.0
108	107	0	28217638	564352	138.0	1.0	28217638	564352	138.0	1.0	69864153	1397283	138.0	1.0	7139402	142788	138.0	1.0	10709103	214182	138.0	1.0	24167665	483353	138.0	1.0	24167665	483353	138.0	1.0	27363366	547267	138.0	1.0	11245210	224904	138.0	1.0	11845053	236901	138.0	1.0	9366503	187330	138.0	1.0
109	108	0	28689900	573798	139.5	1.0	28689900	573798	139.5	1.0	71033428	1420668	139.5	1.0	7258890	145177	139.5	1.0	10888335	217766	139.5	1.0	24572145	491442	139.5	1.0	24572145	491442	139.5	1.0	27821330	556426	139.5	1.0	11433414	228668	139.5	1.0	12043297	240865	139.5	1.0	9523264	190465	139.5	1.0
110	109	0	29162162	583243	141.0	1.0	29162162	583243	141.0	1.0	72202702	1444054	141.0	1.0	7378378	147567	141.0	1.0	11067567	221351	141.0	1.0	24976624	499532	141.0	1.0	24976624	499532	141.0	1.0	28279295	565585	141.0	1.0	11621618	232432	141.0	1.0	12241540	244830	141.0	1.0	9680026	193600	141.0	1.0
111	110	0	29634423	592688	142.5	1.0	29634423	592688	142.5	1.0	73371977	1467439	142.5	1.0	7497866	149957	142.5	1.0	11246799	224935	142.5	1.0	25381104	507622	142.5	1.0	25381104	507622	142.5	1.0	28737259	574745	142.5	1.0	11809823	236196	142.5	1.0	12439784	248795	142.5	1.0	9836788	196735	142.5	1.0
112	111	0	30106685	602133	144.0	1.0	30106685	602133	144.0	1.0	74541251	1490825	144.0	1.0	7617354	152347	144.0	1.0	11426031	228520	144.0	1.0	25785584	515711	144.0	1.0	25785584	515711	144.0	1.0	29195223	583904	144.0	1.0	11998027	239960	144.0	1.0	12638027	252760	144.0	1.0	9993549	199870	144.0	1.0
113	112	0	30578947	611578	145.5	1.0	30578947	611578	145.5	1.0	75710526	1514210	145.5	1.0	7736842	154736	145.5	1.0	11605263	232105	145.5	1.0	26190064	523801	145.5	1.0	26190064	523801	145.5	1.0	29653188	593063	145.5	1.0	12186231	243724	145.5	1.0	12836271	256725	145.5	1.0	10150311	203006	145.5	1.0
114	113	0	31051209	621024	147.0	1.0	31051209	621024	147.0	1.0	76879800	1537596	147.0	1.0	7856330	157126	147.0	1.0	11784495	235689	147.0	1.0	26594543	531890	147.0	1.0	26594543	531890	147.0	1.0	30111152	602223	147.0	1.0	12374436	247488	147.0	1.0	13034515	260690	147.0	1.0	10307072	206141	147.0	1.0
115	114	0	31523470	630469	148.5	1.0	31523470	630469	148.5	1.0	78049075	1560981	148.5	1.0	7975817	159516	148.5	1.0	11963726	239274	148.5	1.0	26999023	539980	148.5	1.0	26999023	539980	148.5	1.0	30569116	611382	148.5	1.0	12562640	251252	148.5	1.0	13232758	264655	148.5	1.0	10463834	209276	148.5	1.0
116	115	0	31995732	639914	150.0	1.0	31995732	639914	150.0	1.0	79218349	1584366	150.0	1.0	8095305	161906	150.0	1.0	12142958	242859	150.0	1.0	27403503	548070	150.0	1.0	27403503	548070	150.0	1.0	31027081	620541	150.0	1.0	12750845	255016	150.0	1.0	13431002	268620	150.0	1.0	10620595	212411	150.0	1.0
117	116	0	32467994	649359	151.5	1.0	32467994	649359	151.5	1.0	80387624	1607752	151.5	1.0	8214793	164295	151.5	1.0	12322190	246443	151.5	1.0	27807983	556159	151.5	1.0	27807983	556159	151.5	1.0	31485045	629700	151.5	1.0	12939049	258780	151.5	1.0	13629245	272584	151.5	1.0	10777357	215547	151.5	1.0
118	117	0	32940256	658805	153.0	1.0	32940256	658805	153.0	1.0	81556899	1631137	153.0	1.0	8334281	166685	153.0	1.0	12501422	250028	153.0	1.0	28212463	564249	153.0	1.0	28212463	564249	153.0	1.0	31943009	638860	153.0	1.0	13127253	262545	153.0	1.0	13827489	276549	153.0	1.0	10934118	218682	153.0	1.0
119	118	0	33412517	668250	154.5	1.0	33412517	668250	154.5	1.0	82726173	1654523	154.5	1.0	8453769	169075	154.5	1.0	12680654	253613	154.5	1.0	28616942	572338	154.5	1.0	28616942	572338	154.5	1.0	32400973	648019	154.5	1.0	13315458	266309	154.5	1.0	14025732	280514	154.5	1.0	11090880	221817	154.5	1.0
120	119	0	33884779	677695	156.0	1.0	33884779	677695	156.0	1.0	83895448	1677908	156.0	1.0	8573257	171465	156.0	1.0	12859886	257197	156.0	1.0	29021422	580428	156.0	1.0	29021422	580428	156.0	1.0	32858938	657178	156.0	1.0	13503662	270073	156.0	1.0	14223976	284479	156.0	1.0	11247642	224952	156.0	1.0
121	120	0	34357041	687140	157.5	1.0	34357041	687140	157.5	1.0	85064722	1701294	157.5	1.0	8692745	173854	157.5	1.0	13039118	260782	157.5	1.0	29425902	588518	157.5	1.0	29425902	588518	157.5	1.0	33316902	666338	157.5	1.0	13691866	273837	157.5	1.0	14422220	288444	157.5	1.0	11404403	228088	157.5	1.0
122	121	0	34829302	696586	159.0	1.0	34829302	696586	159.0	1.0	86233997	1724679	159.0	1.0	8812233	176244	159.0	1.0	13218349	264366	159.0	1.0	29830382	596607	159.0	1.0	29830382	596607	159.0	1.0	33774866	675497	159.0	1.0	13880071	277601	159.0	1.0	14620463	292409	159.0	1.0	11561165	231223	159.0	1.0
123	122	0	35301564	706031	160.5	1.0	35301564	706031	160.5	1.0	87403271	1748065	160.5	1.0	8931721	178634	160.5	1.0	13397581	267951	160.5	1.0	30234861	604697	160.5	1.0	30234861	604697	160.5	1.0	34232831	684656	160.5	1.0	14068275	281365	160.5	1.0	14818707	296374	160.5	1.0	11717926	234358	160.5	1.0
124	123	0	35773826	715476	162.0	1.0	35773826	715476	162.0	1.0	88572546	1771450	162.0	1.0	9051209	181024	162.0	1.0	13576813	271536	162.0	1.0	30639341	612786	162.0	1.0	30639341	612786	162.0	1.0	34690795	693815	162.0	1.0	14256479	285129	162.0	1.0	15016950	300339	162.0	1.0	11874688	237493	162.0	1.0
125	124	0	36246088	724921	163.5	1.0	36246088	724921	163.5	1.0	89741820	1794836	163.5	1.0	9170697	183413	163.5	1.0	13756045	275120	163.5	1.0	31043821	620876	163.5	1.0	31043821	620876	163.5	1.0	35148759	702975	163.5	1.0	14444684	288893	163.5	1.0	15215194	304303	163.5	1.0	12031449	240628	163.5	1.0
126	125	0	36718349	734366	165.0	1.0	36718349	734366	165.0	1.0	90911095	1818221	165.0	1.0	9290184	185803	165.0	1.0	13935277	278705	165.0	1.0	31448301	628966	165.0	1.0	31448301	628966	165.0	1.0	35606723	712134	165.0	1.0	14632888	292657	165.0	1.0	15413437	308268	165.0	1.0	12188211	243764	165.0	1.0
127	126	0	37190611	743812	166.5	1.0	37190611	743812	166.5	1.0	92080369	1841607	166.5	1.0	9409672	188193	166.5	1.0	14114509	282290	166.5	1.0	31852780	637055	166.5	1.0	31852780	637055	166.5	1.0	36064688	721293	166.5	1.0	14821092	296421	166.5	1.0	15611681	312233	166.5	1.0	12344972	246899	166.5	1.0
128	127	0	37662873	753257	168.0	1.0	37662873	753257	168.0	1.0	93249644	1864992	168.0	1.0	9529160	190583	168.0	1.0	14293741	285874	168.0	1.0	32257260	645145	168.0	1.0	32257260	645145	168.0	1.0	36522652	730453	168.0	1.0	15009297	300185	168.0	1.0	15809925	316198	168.0	1.0	12501734	250034	168.0	1.0
129	128	0	38135135	762702	169.5	1.0	38135135	762702	169.5	1.0	94418918	1888378	169.5	1.0	9648648	192972	169.5	1.0	14472972	289459	169.5	1.0	32661740	653234	169.5	1.0	32661740	653234	169.5	1.0	36980616	739612	169.5	1.0	15197501	303950	169.5	1.0	16008168	320163	169.5	1.0	12658496	253169	169.5	1.0
130	129	0	38607396	772147	171.0	1.0	38607396	772147	171.0	1.0	95588193	1911763	171.0	1.0	9768136	195362	171.0	1.0	14652204	293044	171.0	1.0	33066220	661324	171.0	1.0	33066220	661324	171.0	1.0	37438581	748771	171.0	1.0	15385705	307714	171.0	1.0	16206412	324128	171.0	1.0	12815257	256305	171.0	1.0
131	130	0	39079658	781593	172.5	1.0	39079658	781593	172.5	1.0	96757467	1935149	172.5	1.0	9887624	197752	172.5	1.0	14831436	296628	172.5	1.0	33470699	669413	172.5	1.0	33470699	669413	172.5	1.0	37896545	757930	172.5	1.0	15573910	311478	172.5	1.0	16404655	328093	172.5	1.0	12972019	259440	172.5	1.0
132	131	0	39551920	791038	174.0	1.0	39551920	791038	174.0	1.0	97926742	1958534	174.0	1.0	10007112	200142	174.0	1.0	15010668	300213	174.0	1.0	33875179	677503	174.0	1.0	33875179	677503	174.0	1.0	38354509	767090	174.0	1.0	15762114	315242	174.0	1.0	16602899	332057	174.0	1.0	13128780	262575	174.0	1.0
133	132	0	40024182	800483	175.5	1.0	40024182	800483	175.5	1.0	99096017	1981920	175.5	1.0	10126600	202532	175.5	1.0	15189900	303798	175.5	1.0	34279659	685593	175.5	1.0	34279659	685593	175.5	1.0	38812474	776249	175.5	1.0	15950319	319006	175.5	1.0	16801142	336022	175.5	1.0	13285542	265710	175.5	1.0
134	133	0	40496443	809928	177.0	1.0	40496443	809928	177.0	1.0	100265291	2005305	177.0	1.0	10246088	204921	177.0	1.0	15369132	307382	177.0	1.0	34684139	693682	177.0	1.0	34684139	693682	177.0	1.0	39270438	785408	177.0	1.0	16138523	322770	177.0	1.0	16999386	339987	177.0	1.0	13442303	268846	177.0	1.0
135	134	0	40968705	819374	178.5	1.0	40968705	819374	178.5	1.0	101434566	2028691	178.5	1.0	10365576	207311	178.5	1.0	15548364	310967	178.5	1.0	35088618	701772	178.5	1.0	35088618	701772	178.5	1.0	39728402	794568	178.5	1.0	16326727	326534	178.5	1.0	17197630	343952	178.5	1.0	13599065	271981	178.5	1.0
136	135	0	41440967	828819	180.0	1.0	41440967	828819	180.0	1.0	102603840	2052076	180.0	1.0	10485064	209701	180.0	1.0	15727596	314551	180.0	1.0	35493098	709861	180.0	1.0	35493098	709861	180.0	1.0	40186366	803727	180.0	1.0	16514932	330298	180.0	1.0	17395873	347917	180.0	1.0	13755827	275116	180.0	1.0
137	136	0	41913229	838264	181.5	1.0	41913229	838264	181.5	1.0	103773115	2075462	181.5	1.0	10604551	212091	181.5	1.0	15906827	318136	181.5	1.0	35897578	717951	181.5	1.0	35897578	717951	181.5	1.0	40644331	812886	181.5	1.0	16703136	334062	181.5	1.0	17594117	351882	181.5	1.0	13912588	278251	181.5	1.0
138	137	0	42385490	847709	183.0	1.0	42385490	847709	183.0	1.0	104942389	2098847	183.0	1.0	10724039	214480	183.0	1.0	16086059	321721	183.0	1.0	36302058	726041	183.0	1.0	36302058	726041	183.0	1.0	41102295	822045	183.0	1.0	16891340	337826	183.0	1.0	17792360	355847	183.0	1.0	14069350	281387	183.0	1.0
139	138	0	42857752	857155	184.5	1.0	42857752	857155	184.5	1.0	106111664	2122233	184.5	1.0	10843527	216870	184.5	1.0	16265291	325305	184.5	1.0	36706537	734130	184.5	1.0	36706537	734130	184.5	1.0	41560259	831205	184.5	1.0	17079545	341590	184.5	1.0	17990604	359812	184.5	1.0	14226111	284522	184.5	1.0
140	139	0	43330014	866600	186.0	1.0	43330014	866600	186.0	1.0	107280938	2145618	186.0	1.0	10963015	219260	186.0	1.0	16444523	328890	186.0	1.0	37111017	742220	186.0	1.0	37111017	742220	186.0	1.0	42018224	840364	186.0	1.0	17267749	345354	186.0	1.0	18188847	363776	186.0	1.0	14382873	287657	186.0	1.0
141	140	0	43802275	876045	187.5	1.0	43802275	876045	187.5	1.0	108450213	2169004	187.5	1.0	11082503	221650	187.5	1.0	16623755	332475	187.5	1.0	37515497	750309	187.5	1.0	37515497	750309	187.5	1.0	42476188	849523	187.5	1.0	17455953	349119	187.5	1.0	18387091	367741	187.5	1.0	14539634	290792	187.5	1.0
142	141	0	44274537	885490	189.0	1.0	44274537	885490	189.0	1.0	109619487	2192389	189.0	1.0	11201991	224039	189.0	1.0	16802987	336059	189.0	1.0	37919977	758399	189.0	1.0	37919977	758399	189.0	1.0	42934152	858683	189.0	1.0	17644158	352883	189.0	1.0	18585335	371706	189.0	1.0	14696396	293927	189.0	1.0
143	142	0	44746799	894935	190.5	1.0	44746799	894935	190.5	1.0	110788762	2215775	190.5	1.0	11321479	226429	190.5	1.0	16982219	339644	190.5	1.0	38324456	766489	190.5	1.0	38324456	766489	190.5	1.0	43392116	867842	190.5	1.0	17832362	356647	190.5	1.0	18783578	375671	190.5	1.0	14853157	297063	190.5	1.0
144	143	0	45219061	904381	192.0	1.0	45219061	904381	192.0	1.0	111958036	2239160	192.0	1.0	11440967	228819	192.0	1.0	17161450	343229	192.0	1.0	38728936	774578	192.0	1.0	38728936	774578	192.0	1.0	43850081	877001	192.0	1.0	18020566	360411	192.0	1.0	18981822	379636	192.0	1.0	15009919	300198	192.0	1.0
145	144	0	45691322	913826	193.5	1.0	45691322	913826	193.5	1.0	113127311	2262546	193.5	1.0	11560455	231209	193.5	1.0	17340682	346813	193.5	1.0	39133416	782668	193.5	1.0	39133416	782668	193.5	1.0	44308045	886160	193.5	1.0	18208771	364175	193.5	1.0	19180065	383601	193.5	1.0	15166681	303333	193.5	1.0
146	145	0	46163584	923271	195.0	1.0	46163584	923271	195.0	1.0	114296586	2285931	195.0	1.0	11679943	233598	195.0	1.0	17519914	350398	195.0	1.0	39537896	790757	195.0	1.0	39537896	790757	195.0	1.0	44766009	895320	195.0	1.0	18396975	367939	195.0	1.0	19378309	387566	195.0	1.0	15323442	306468	195.0	1.0
147	146	0	46635846	932716	196.5	1.0	46635846	932716	196.5	1.0	115465860	2309317	196.5	1.0	11799431	235988	196.5	1.0	17699146	353982	196.5	1.0	39942375	798847	196.5	1.0	39942375	798847	196.5	1.0	45223974	904479	196.5	1.0	18585180	371703	196.5	1.0	19576553	391531	196.5	1.0	15480204	309604	196.5	1.0
148	147	0	47108108	942162	198.0	1.0	47108108	942162	198.0	1.0	116635135	2332702	198.0	1.0	11918918	238378	198.0	1.0	17878378	357567	198.0	1.0	40346855	806937	198.0	1.0	40346855	806937	198.0	1.0	45681938	913638	198.0	1.0	18773384	375467	198.0	1.0	19774796	395495	198.0	1.0	15636965	312739	198.0	1.0
149	148	0	47580369	951607	199.5	1.0	47580369	951607	199.5	1.0	117804409	2356088	199.5	1.0	12038406	240768	199.5	1.0	18057610	361152	199.5	1.0	40751335	815026	199.5	1.0	40751335	815026	199.5	1.0	46139902	922798	199.5	1.0	18961588	379231	199.5	1.0	19973040	399460	199.5	1.0	15793727	315874	199.5	1.0
150	149	0	48052631	961052	201.0	1.0	48052631	961052	201.0	1.0	118973684	2379473	201.0	1.0	12157894	243157	201.0	1.0	18236842	364736	201.0	1.0	41155815	823116	201.0	1.0	41155815	823116	201.0	1.0	46597867	931957	201.0	1.0	19149793	382995	201.0	1.0	20171283	403425	201.0	1.0	15950488	319009	201.0	1.0
151	150	0	48524893	970497	202.5	1.0	48524893	970497	202.5	1.0	120142958	2402859	202.5	1.0	12277382	245547	202.5	1.0	18416073	368321	202.5	1.0	41560294	831205	202.5	1.0	41560294	831205	202.5	1.0	47055831	941116	202.5	1.0	19337997	386759	202.5	1.0	20369527	407390	202.5	1.0	16107250	322145	202.5	1.0
152	0	1	0	0	0.0	1.0	0	0	0.0	1.0	0	0	0.0	1.0	0	0	0.0	1.0	0	0	0.0	1.0	0	0	0.0	1.0	0	0	0.0	1.0	0	0	0.0	1.0	0	0	0.0	1.0	0	0	0.0	1.0	0	0	0.0	1.0
153	1	1	2280	68	1.0	1.0	2280	68	1.0	1.0	3475	104	1.0	1.0	209	6	1.0	1.0	826	24	1.0	1.0	1896	56	1.0	1.0	1896	56	1.0	1.0	902	27	1.0	1.0	436	13	1.0	1.0	895	26	1.0	1.0	926	27	1.0	1.0
154	2	1	28336	850	2.0	1.0	28336	850	2.0	1.0	43184	1295	2.0	1.0	2598	77	2.0	1.0	10270	308	2.0	1.0	23569	707	2.0	1.0	23569	707	2.0	1.0	11209	336	2.0	1.0	5424	162	2.0	1.0	11134	334	2.0	1.0	11514	345	2.0	1.0
155	3	1	81267	2437	3.0	1.0	81267	2437	3.0	1.0	123852	3715	3.0	1.0	7452	223	3.0	1.0	29454	883	3.0	1.0	67595	2027	3.0	1.0	67595	2027	3.0	1.0	32148	964	3.0	1.0	15557	466	3.0	1.0	31932	957	3.0	1.0	33023	990	3.0	1.0
156	4	1	153393	4601	4.0	1.0	153393	4601	4.0	1.0	233773	7013	4.0	1.0	14066	421	4.0	1.0	55596	1667	4.0	1.0	127588	3827	4.0	1.0	127588	3827	4.0	1.0	60680	1820	4.0	1.0	29364	880	4.0	1.0	60272	1808	4.0	1.0	62333	1869	4.0	1.0
157	5	1	241723	7251	5.0	1.0	241723	7251	5.0	1.0	368391	11051	5.0	1.0	22166	664	5.0	1.0	87611	2628	5.0	1.0	201059	6031	5.0	1.0	201059	6031	5.0	1.0	95622	2868	5.0	1.0	46274	1388	5.0	1.0	94980	2849	5.0	1.0	98227	2946	5.0	1.0
158	6	1	344464	10333	6.0	1.0	344464	10333	6.0	1.0	524969	15748	6.0	1.0	31588	947	6.0	1.0	124849	3745	6.0	1.0	286516	8595	6.0	1.0	286516	8595	6.0	1.0	136265	4087	6.0	1.0	65942	1978	6.0	1.0	135350	4060	6.0	1.0	139977	4199	6.0	1.0
159	7	1	460368	13811	7.0	1.0	460368	13811	7.0	1.0	701610	21048	7.0	1.0	42217	1266	7.0	1.0	166858	5005	7.0	1.0	382923	11487	7.0	1.0	382923	11487	7.0	1.0	182115	5463	7.0	1.0	88130	2643	7.0	1.0	180892	5426	7.0	1.0	187076	5612	7.0	1.0
160	8	1	588505	17655	8.0	1.0	588505	17655	8.0	1.0	896892	26906	8.0	1.0	53967	1619	8.0	1.0	213301	6399	8.0	1.0	489504	14685	8.0	1.0	489504	14685	8.0	1.0	232804	6984	8.0	1.0	112660	3379	8.0	1.0	231241	6937	8.0	1.0	239146	7174	8.0	1.0
161	9	1	728138	21844	9.0	1.0	728138	21844	9.0	1.0	1109695	33290	9.0	1.0	66772	2003	9.0	1.0	263910	7917	9.0	1.0	605647	18169	9.0	1.0	605647	18169	9.0	1.0	288041	8641	9.0	1.0	139391	4181	9.0	1.0	286107	8583	9.0	1.0	295887	8876	9.0	1.0
